Pengguna,Waktu,Ulasan
,"2025-04-27 18:41 | Variasi: SC-735,10 METER",
,"2025-04-12 07:01 | Variasi: SC-732,1.5 METER",
,"2026-02-28 10:18 | Variasi: SC-734,5 METER, SC-733,5 METER, SC-734,3 METER, ...",
,"2025-11-19 15:24 | Variasi: SC-735,3 METER",
,"2025-08-15 11:34 | Variasi: SC-732,3 METER",Suka pengiriman cepat berfungsi dengan baik
a*****a,"2025-09-04 09:35 | Variasi: SC-734,5 METER",
y*****s,"2025-07-20 02:18 | Variasi: SC-733,10 METER","Kabelnya udah dateng dan berfungsi dengan baik. Udah ku coba dan ku colokin satu2 alias aku tes dan bisa. Pengiriman cepet bgt, makasi seller"
a*****5,"2023-06-09 11:45 | Variasi: SC-735,3 METER",Sudah dicoba dengan baik...barang berfungsi dan tidak kerusakan apapun. Thanks
,"2025-05-26 17:41 | Variasi: SC-732,5 METER",
,"2025-10-17 23:38 | Variasi: SC-734,10 METER",
,"2025-10-17 18:30 | Variasi: SC-734,10 METER",
r*****l,"2025-10-11 16:44 | Variasi: SC-735,10 METER","Barang sudah sampai, paket sesuai dengan pesanan, packing oke, harga murah"
,"2024-02-22 20:25 | Variasi: SC-735,5 METER","Alhamdulilah barang sudah di terima dengan baik ,udah pesn ke 2 kali nya nex order lagi pengirimanya cepet 2 hari nyampe ,maksih buat kurir nya & toko nya"
,"2025-05-24 20:32 | Variasi: SC-733,5 METER",
,"2025-05-09 11:38 | Variasi: SC-734,3 METER",
,"2025-10-27 22:00 | Variasi: SC-732,3 METER",
h*****s,"2025-06-11 20:20 | Variasi: SC-732,3 METER",
a*****2,"2023-06-09 23:25 | Variasi: SC-735,10 METER",
,"2024-02-21 11:06 | Variasi: SC-735,10 METER",
,"2025-03-13 19:51 | Variasi: SC-732,10 METER",Jos
,"2026-02-13 02:56 | Variasi: SC-735 HITAM,5 METER",Berfungsi baik. Bisa nyala
j*****r,"2025-07-29 21:03 | Variasi: SC-733,5 METER",Okk ..pesanan sudah mendaratt..alias sudah datangg..terima kasihh..
,"2024-06-06 18:32 | Variasi: SC-734,10 METER, SC-734,3 METER",belum di coba semoga berfungsi..
s*****a,"2025-06-04 18:28 | Variasi: SC-732,3 METER","Barang bagus secara tampilan keren dan menarik.
Pengiriman lumayan agak cepat juga , standart lah
Packaging aman tapi ketahanan ok.
Semoga awet. Thanks seller"
r*****r,"2025-09-15 14:50 | Variasi: SC-732,3 METER","Product is recommended, seller is good, packing aman, overall is perfect. Worth to buy guys."
,"2025-09-10 20:19 | Variasi: SC-733,1.5 METER",Dapet 1 bulan pake tiba tiba panas bgt stopkontaknya. Untung di cek mau gosok. Kalo engga takut konslet atau kenapa Napa aja
,"2025-11-30 01:42 | Variasi: SC-732,1.5 METER",
,"2025-11-10 12:45 | Variasi: SC-733,5 METER",
1*****4,"2025-08-14 16:56 | Variasi: SC-732,1.5 METER","Berfungsi dengan baik, harga terjangkau"
,"2025-02-06 20:11 | Variasi: SC-733,5 METER","Recomended bgt beli stop kontak disini soalnya beberapa kali punya stop kontak tapi longgar buat dipakai ke colokan kabel. Barang jga Ori, makasih seller"
a*****9,"2024-09-10 14:21 | Variasi: SC-732,1.5 METER",Top
n*****i,"2025-07-12 07:25 | Variasi: SC-732,1.5 METER","Pesanan sesuai
Udah dicoba nyala
Makasih seller
Packing aman"
d*****5,"2025-11-21 05:52 | Variasi: SC-734,3 METER","Barang telah diterima dalam kondisi baik dan sesuai pesanan. Stop kontak dapat berfungsi dengan baik, ukuran kabel sesuai kebutuhan.l"
,"2025-09-12 22:19 | Variasi: SC-735,3 METER",
a*****i,"2026-01-03 19:40 | Variasi: SC-733,3 METER",
,"2025-08-22 16:20 | Variasi: SC-734,5 METER",Packing aman sesuai makasih reseller berfungsi dengan baik semoga awet
,"2025-05-24 17:15 | Variasi: SC-734,5 METER",berfungsi dengan baikk
,"2025-04-30 16:21 | Variasi: SC-733,3 METER",
j*****7,"2025-10-14 22:36 | Variasi: SC-734,10 METER","Mantap! berfungsi dengan baik 👍
thnkyou seller dan shopee"
,"2026-03-09 15:56 | Variasi: SC-735 HITAM,5 METER","langsung dicobain, bagus terminalnya, terimakasih seller"
,"2025-11-10 10:19 | Variasi: SC-732,5 METER",Bagus berfungsi dengan baik pengiriman nya juga cepet
,"2026-02-01 15:59 | Variasi: SC-732,3 METER",
a*****h,"2023-10-05 18:09 | Variasi: SC-734,3 METER","bagus kok, udah aku coba juga aman"
n*****9,"2025-12-22 20:28 | Variasi: SC-735,5 METER",Oke berfungsi dengan baik semoga awet dan tidak gampang rusak
v*****a,"2024-01-01 00:08 | Variasi: SC-735,1.5 METER","Barangnya oke dan berfungsi dengan baik
Next mau beli lagi yg agak panjangan"
,"2024-07-20 11:53 | Variasi: SC-735,3 METER","Barang berkualitas namun sayang sepertinya ada sedikit perbedaan dari panjang kabel.
Informasi dari admin adalah karena korting pabrik."
p*****d,"2025-12-29 08:10 | Variasi: SC-733,3 METER","stopkontak berfungsi dengan baik, panjang sesuai, datangnya juga cepat
jos jis pokoknya, sudah pembelian ke 2 juga"
,"2025-06-06 16:54 | Variasi: SC-733,5 METER",
,"2025-05-18 19:19 | Variasi: SC-732,1.5 METER",
,"2025-05-10 16:35 | Variasi: SC-732,1.5 METER",
,"2023-07-25 09:41 | Variasi: SC-733,10 METER",
,"2025-05-25 09:09 | Variasi: SC-732,10 METER",
,"2024-07-12 15:55 | Variasi: SC-734,3 METER",
a*****7,"2023-08-02 14:41 | Variasi: SC-735,5 METER",
,"2024-07-24 18:26 | Variasi: SC-733,3 METER",
,"2025-03-26 18:50 | Variasi: SC-735,5 METER",
,"2025-05-27 07:56 | Variasi: SC-733,3 METER",
,"2025-06-20 17:44 | Variasi: SC-735,10 METER",
r*****n,"2025-09-01 05:17 | Variasi: SC-735,10 METER","Barang berfungsi dengan baik, terima kasih"
,"2025-09-14 10:43 | Variasi: SC-732,5 METER",
,"2025-09-03 11:04 | Variasi: SC-734,3 METER","Stop kontak kabelnya sudah datang ya kakk, makasih, barang juga sudah soldout"
,"2025-05-11 21:53 | Variasi: SC-732,5 METER",
a*****6,"2026-01-30 19:52 | Variasi: SC-734,3 METER",
,"2025-09-16 04:34 | Variasi: SC-734,10 METER, SC-733,5 METER",Maaf sy kasih bintang satu ..karna ternyata setelah di pakai beberapa lama ada bau gosong seperti terbakar..untung pas sy ada di rumah jd ketahuan.dan stop kontak nya juga udah tidak berfungsi.kaya kendor.
,"2025-07-26 10:43 | Variasi: SC-732,3 METER","Mf baru kasih ulasan ,
Paket kemarin sampai dan produk ORI  berfungsi dengan baik ,harga terjangkau
Trima kasih sukses buat tokonya dan kurir"
,"2025-05-18 20:31 | Variasi: SC-733,1.5 METER",
,"2026-04-09 15:46 | Variasi: SC-733 HITAM,3 METER","Minus di bagian dalamnya lobang di atas terlalu kecil hingga tidak bisa di gunakan,lobang tengah pas, lubang bawah longgar tapi masih bisa di colokin."
h*****6,"2025-10-24 00:30 | Variasi: SC-734,3 METER, SC-732,1.5 METER",
,"2024-10-20 11:16 | Variasi: SC-735,5 METER","Untuk sambungan kabelnya tidak kesolder, cuma di lilit"
,"2024-07-26 14:42 | Variasi: SC-733,5 METER",
a*****p,"2024-10-01 17:10 | Variasi: SC-733,1.5 METER",
,"2025-03-27 21:34 | Variasi: SC-733,10 METER",
,"2024-07-29 12:24 | Variasi: SC-735,5 METER",Semoga awet
b*****4,"2024-04-19 18:07 | Variasi: SC-732,3 METER, SC-732,1.5 METER",
n*****t,"2024-08-23 11:30 | Variasi: SC-734,1.5 METER",
s*****t,"2025-09-28 13:33 | Variasi: SC-733,1.5 METER","Awal barang sampe, dicoba baik2 aja. Tp kok besoknya pas mau dipake, tombol on offnya jadi malah ga bisa dipencet seperti di video. Dan pas dicolokin, malah meleduk wkwkwk😂. Sebelumnya udh pernah beli di sini sekali dan barangnya bagus bgt, masih awet jg sampe skrg saya pake baik2 aja. Semoga aja ke depannya sebelum dikirim, barangnya dilakukan pengecekan dulu. Mungkin bisa aja saya mengajukan komplen utk minta dikirimkan gantinya. Tapi buat yg buru2 mau pake, ga akan sempet. Semoga saran saya dapat membantu"
,"2025-09-30 21:44 | Variasi: SC-734,3 METER",Pengiriman cepet
a*****a,"2026-02-13 11:18 | Variasi: SC-733 HITAM,5 METER","Toko amanah, sesuai pesanan, barang cepat sampai. Kurir langganan terimakasih 
Semoga awet"
,"2023-10-03 21:39 | Variasi: SC-733,5 METER, SC-732,5 METER",
,"2024-09-21 21:00 | Variasi: SC-735,10 METER",
,"2026-02-13 21:18 | Variasi: SC-733,5 METER",Barang sudah sampai lengkap sesuai pesanan. Terimakasihh
,"2025-04-29 13:51 | Variasi: SC-732,1.5 METER","Sesuai deskripsi,, makasih semoga toko nya sllu amanah,, barang nya juga bagus"
,"2026-01-29 08:31 | Variasi: SC-732,1.5 METER",
,"2023-09-11 21:27 | Variasi: SC-734,3 METER",
,"2023-11-03 09:52 | Variasi: SC-734,3 METER",
,"2025-06-17 18:14 | Variasi: SC-734,10 METER",
,"2025-05-20 07:23 | Variasi: SC-734,3 METER",Bagus semoga awet
,"2025-04-19 19:07 | Variasi: SC-734,3 METER",
,"2025-04-05 17:30 | Variasi: SC-733,3 METER",
,"2024-12-16 14:27 | Variasi: SC-735,3 METER",
,"2023-07-22 09:41 | Variasi: SC-733,10 METER",
,"2024-01-18 16:29 | Variasi: SC-735,10 METER, SC-734,5 METER, SC-734,3 METER",
,"2025-05-07 19:38 | Variasi: SC-735,3 METER",
,"2024-10-10 14:56 | Variasi: SC-735,5 METER",
,"2024-05-30 15:40 | Variasi: SC-735,10 METER",
,"2025-05-15 18:15 | Variasi: SC-735,1.5 METER",
,"2025-05-12 17:10 | Variasi: SC-732,3 METER",
,"2023-06-10 11:59 | Variasi: SC-735,10 METER",
,"2023-07-10 18:54 | Variasi: SC-733,3 METER",
r*****a,"2024-07-23 12:06 | Variasi: SC-735,1.5 METER",bagus murah aman dan rekomen makasih seller makasih kurir
,"2023-10-23 14:36 | Variasi: SC-735,10 METER",
,"2025-05-12 18:55 | Variasi: SC-732,3 METER, SC-733,3 METER, SC-734,5 METER, ...",
d*****4,"2025-07-18 20:58 | Variasi: SC-735,10 METER","Paket sudah mendarat dengan selamat... 
Semoga awet... 
Semoga ga ada kendala..."
,"2025-04-30 17:17 | Variasi: SC-734,5 METER",
,"2025-04-29 12:39 | Variasi: SC-734,3 METER",
,"2024-11-09 13:41 | Variasi: SC-733,5 METER",
,"2024-01-18 16:29 | Variasi: SC-735,10 METER, SC-735,5 METER",
,"2025-05-29 13:25 | Variasi: SC-735,10 METER",
,"2025-01-10 09:12 | Variasi: SC-733,10 METER",
,"2024-01-02 13:01 | Variasi: SC-735,5 METER",
s*****a,"2025-05-06 10:14 | Variasi: SC-734,3 METER",Alhamdulillah pesanan sampai sdh kedua kali beli dsni
,"2025-05-03 14:14 | Variasi: SC-735,10 METER",
,"2023-05-23 10:59 | Variasi: SC-734,3 METER",
,"2025-05-28 05:34 | Variasi: SC-733,5 METER",
,"2024-09-17 15:16 | Variasi: SC-733,3 METER",
,"2025-05-11 11:04 | Variasi: SC-732,1.5 METER",
a*****a,"2026-04-08 11:29 | Variasi: SC-732 HITAM,3 METER",Semoga awet
,"2025-05-04 20:21 | Variasi: SC-732,3 METER",
,"2025-12-17 12:42 | Variasi: SC-734,1.5 METER","Pesanan sudah saya terima dgn kondisi baik dan normal, terima kasih seller dan shoppe"
9*****_,"2026-02-09 05:23 | Variasi: SC-733,5 METER","Pembelian ke 3 kalinya dan semua barangnya alhamdulillah nyampe dan bagus, thanks 👍"
,"2025-12-15 19:59 | Variasi: SC-733,3 METER","Packing biasa saja 
Sesuai order 
Semoga bermanfaat 
Terima kasih"
,"2025-11-16 19:57 | Variasi: SC-733,3 METER",Bekerja dengan baik
w*****4,"2025-07-11 09:54 | Variasi: SC-735,10 METER","Diterima dengan baik sesuai pesanan, berfungsi, packing aman. Terimakasih seller dan Shopee."
r*****_,"2026-02-25 21:49 | Variasi: SC-734 HITAM,5 METER",
i*****0,"2025-09-22 19:24 | Variasi: SC-735,5 METER","alhamdulillah, bismillah aman utk jangka panjang"
,"2025-10-08 12:50 | Variasi: SC-734,3 METER",Bagus sesuai pict
c*****a,"2026-01-28 10:02 | Variasi: SC-732,1.5 METER","terimakasih seller dan kurir
paket sudah sampai
packing aman
pengiriman lumayan cepat
semoga berfungsi dengan baik"
d*****_,"2023-08-25 09:20 | Variasi: SC-734,1.5 METER",
x*****n,"2024-12-21 16:47 | Variasi: SC-733,3 METER",
d*****0,"2024-02-13 13:39 | Variasi: SC-734,3 METER, SC-733,3 METER",
f*****h,"2025-05-19 09:27 | Variasi: SC-733,3 METER",
i*****f,"2026-03-06 08:47 | Variasi: SC-734,5 METER","Panjang bagus dan berfungsi dengan baik, terima kasih semuanya semoga awet dan tahan lama"
d*****0,"2025-04-30 11:30 | Variasi: SC-735,5 METER",
c*****e,"2023-10-18 15:49 | Variasi: SC-735,3 METER",
e*****i,"2023-10-16 09:58 | Variasi: SC-735,10 METER",
,"2026-01-18 12:08 | Variasi: SC-735,3 METER",
y*****a,"2024-11-03 12:55 | Variasi: SC-734,10 METER",
s*****i,"2024-08-27 12:53 | Variasi: SC-734,3 METER",
f*****r,"2025-05-26 19:28 | Variasi: SC-735,1.5 METER, SC-735,3 METER",
a*****r,"2023-06-10 18:45 | Variasi: SC-734,3 METER",
a*****0,"2023-09-20 11:28 | Variasi: SC-732,5 METER",
a*****1,"2024-06-02 19:35 | Variasi: SC-735,10 METER, SC-735,5 METER, SC-733,5 METER, ...",
d*****6,"2023-09-01 16:59 | Variasi: SC-735,1.5 METER, SC-734,3 METER",
t*****2,"2024-09-01 18:46 | Variasi: SC-733,5 METER, SC-733,3 METER",
a*****7,"2025-04-19 15:46 | Variasi: SC-733,5 METER, SC-732,5 METER, SC-732,3 METER, ...",
d*****9,"2023-08-10 17:45 | Variasi: SC-732,1.5 METER",
s*****7,"2024-12-17 18:19 | Variasi: SC-733,3 METER, SC-734,5 METER",
a*****3,"2025-08-07 12:23 | Variasi: SC-734,3 METER",
d*****i,"2025-04-08 07:51 | Variasi: SC-732,1.5 METER, SC-735,10 METER","Barang sudah diterima dengan fisik yg bagus sesuai pesanan. Untuk yg 2 lubang berfungsi normal, yang 5 lobang ada masalah pada bagian steker sehingga kabel netralnya ada arus. Gpp masih bisa ditangani drpd ngurus pengembalian."
,"2025-09-16 11:41 | Variasi: SC-735,5 METER","Beli yg 5 colokan tapi yg bisa dipake cuman 1, gimana sih ini toko tidak amanah banget, yang bener dong kalau ngasih barang, teliti cek lgi masa saya beli yg banyak colokannya cmn 1 yg bisa dipaje, kecewa banget sama toko ini tdk amanah"
a*****q,"2025-04-29 20:35 | Variasi: SC-732,3 METER",
,"2025-05-25 15:50 | Variasi: SC-735,1.5 METER, SC-735,3 METER",
t*****s,"2025-08-07 19:09 | Variasi: SC-733,3 METER",Worth it bgttt sih buat di beli sesuai keguanaan dan barang baguss 🔥🫶🏻
,"2025-10-13 13:00 | Variasi: SC-735,5 METER",Produk aman dan berfungsi
f*****7,"2025-08-25 20:00 | Variasi: SC-733,10 METER, SC-733,5 METER","Sesuai pesanan, packingnya rapih. Semua pesanan berfungsi dengan baik."
a*****h,"2025-07-10 14:00 | Variasi: SC-734,5 METER","barang sampai sesuai pesanan. terminalnya si berfungsi, cuma bagian lubang stop kontaknya longgar gitu, ga bisa bener² kecolok. jadi suka goyang dan aliran listriknya putus nyambung gitu 🥲"
m*****3,"2026-02-07 18:16 | Variasi: SC-733 HITAM,5 METER",ternyata 5m panjang juga yaaah
,"2025-12-10 16:21 | Variasi: SC-735,5 METER",Terimakasih paket datang dengan selamatterimakasih banyak saya ucapkan kepada anda
n*****a,"2025-06-22 20:06 | Variasi: SC-734,3 METER",
,"2024-06-27 18:45 | Variasi: SC-735,10 METER",Lobang colokkannya terlalu kecil bisa ditukarkan kk gak bisa masuk kedalam klau mencolok sesuatu
a*****_,"2024-07-07 21:35 | Variasi: SC-735,10 METER",mantap
,"2025-05-20 09:00 | Variasi: SC-733,5 METER",Bagus
,"2025-05-24 09:02 | Variasi: SC-732,3 METER, SC-734,3 METER",Sesuai
,"2024-06-29 18:35 | Variasi: SC-734,3 METER",Mantap
,"2024-08-04 23:53 | Variasi: SC-735,5 METER",Mantap
t*****a,"2025-09-04 13:51 | Variasi: SC-735,5 METER",
,"2024-09-08 14:02 | Variasi: SC-735,3 METER","Pesen ny 3 produk yang datang malah cuma 2 kira2 aja jualan juga engga amanah kita kan oembeli ngeluarin uangseharusnya cek dlu jgn asal kirim2, dosa tau ga kaya gitu curang sama pembeli"
,"2025-04-01 12:10 | Variasi: SC-734,3 METER",baguss loh sni lagii
,"2025-07-23 10:42 | Variasi: SC-732,1.5 METER","barang telah diterima dngan baik dan dpat berfungsi dngan baik, kecepatan pengitiman jga ok ,trimaksih"
m*****h,"2025-10-04 14:37 | Variasi: SC-735,5 METER",Puas banget barang sesuai dengan deskripsi
,"2023-12-07 20:56 | Variasi: SC-732,10 METER","Tombol onn off tidak bisa berfungsi!!!
Baru kali ini saya kasih bintang 1 dan beli barang rusak"
i*****h,"2025-07-07 17:14 | Variasi: SC-733,1.5 METER",
,"2025-07-18 22:09 | Variasi: SC-735,10 METER",lumayan lah harga 35 dapat stop kontak 5 lubang
t*****8,"2025-04-12 22:03 | Variasi: SC-735,5 METER",barangnya berfungsi dengan baik. pengiriman juga cepet. langsung di kirim di hari pas order trimakasih banyak seller
,"2023-12-05 21:12 | Variasi: SC-733,5 METER",
q*****z,"2025-03-24 05:48 | Variasi: SC-732,1.5 METER",
,"2026-02-10 16:47 | Variasi: SC-734 HITAM,5 METER",
,"2026-02-02 13:29 | Variasi: SC-733,5 METER",
r*****3,"2026-02-15 16:13 | Variasi: SC-734,3 METER",Perfungsi semuanya terimakasih ini beneran bagus banget pokonya jangan ragu beli disini
n*****i,"2025-11-15 09:23 | Variasi: SC-735,5 METER",Tapi packingnya kurang aman yaa ga dilapisin jadi agak sedikit ada goresan smaa packingnya agak sedikit sobek pas nyampe
,"2025-02-04 05:51 | Variasi: SC-735,10 METER",Bagus👍
,"2023-06-27 14:45 | Variasi: SC-734,3 METER",Sudah tes semua lubang berfungsi baik. Pengiriman cepat.
,"2025-07-28 15:40 | Variasi: SC-732,5 METER","Barang berfungsi dengan baik, tidak ada cacat, dan panjangnya sesuai deskripsi. Semoga awet dan tahan lama.."
,"2026-02-27 22:31 | Variasi: SC-734 HITAM,3 METER, SC-734 HITAM,5 METER","Josjis pengiriman cepat, beli 3 bonus 1"
,"2025-03-18 16:38 | Variasi: SC-733,3 METER",
f*****9,"2023-10-21 09:09 | Variasi: SC-732,3 METER, SC-735,10 METER","Pesanan mendarat dengan selamat, cepat dan aman, terimakasih"
,"2026-04-02 07:08 | Variasi: SC-735,5 METER, SC-735,10 METER",
,"2026-02-14 21:15 | Variasi: SC-734,10 METER","Bagus-bagus saja, cuma on off nya itu kok cepat kali rusak, untung aku pandai perbaiki, selebihnya bagus, sesuai dengan harga lah"
,"2026-04-07 04:59 | Variasi: SC-733,10 METER",Mantap sekali bro coba beli dulu kalo minat serius gue ni pakai aja ya bro nanti kalo enak dimasukin lagi kencengin nambah enak legit dan kesed
,"2026-01-30 12:52 | Variasi: SC-733,5 METER",Mantap berfungsi dengan baik dan lubang nya gak longgar
d*****u,"2024-08-08 15:06 | Variasi: SC-735,3 METER",Bekerja dengan baik👍
,"2025-05-02 10:13 | Variasi: SC-734,3 METER",
,"2026-02-27 09:23 | Variasi: SC-735,5 METER",Berfungsi dengan aman
,"2025-06-17 06:14 | Variasi: SC-733,3 METER",Oke murah
,"2025-06-19 19:27 | Variasi: SC-734,10 METER",Aman cocook.
,"2025-10-02 16:38 | Variasi: SC-735,10 METER","Pesanan sudah diterima,4lubang itu berfungsi normal, yg 1 itu lobok ga berfungsi"
n*****t,"2024-09-16 19:47 | Variasi: SC-733,3 METER","sudah berkali kali CO disini, barangnya bgs🤍"
,"2025-03-18 11:30 | Variasi: SC-734,10 METER","Pesanan udah nyampe,
Barang bagus,semoga awet,..
Mkasih bosku..."
,"2025-07-13 16:08 | Variasi: SC-733,3 METER",kabelnya juga bagus ga kaku sangat berfungsi smoga tida cepet rusak
s*****a,"2025-07-28 21:20 | Variasi: SC-734,1.5 METER","pesanan cepat sampainya, baru order kemarin sore eh malem ini udah sampai 👍🏼 hanya kendala di panjang kabelnya katanya 1.5m tapi ternyata 1.5m itu termasuk kepala dan lubang colokannya 😭😭 tambahin di deskripsi lah min kalo panjangnya itu termasuk si terminal lubangnya 👎🏼 jadi gak cukup deh padahal kalo kabelnya aja yg 1.5m mah cukup ini. yg mau beli mending dilebihin 20-25cm an guysss"
s*****2,"2023-11-21 18:06 | Variasi: SC-734,1.5 METER",
,"2025-05-16 12:14 | Variasi: SC-734,5 METER",
m*****i,"2025-07-16 11:52 | Variasi: SC-734,1.5 METER",BAGUSSS
r*****s,"2025-08-02 07:50 | Variasi: SC-732,10 METER","Pengiriman cepat
Respon juga cepat
Produk baik 
So, semoga awet yaa
Dan sempurna"
,"2026-01-28 07:30 | Variasi: SC-735,5 METER","Ada pecah di cover tapi ga pengaruh ke fungsi, semoga awet"
w*****0,"2025-10-03 11:16 | Variasi: SC-734,5 METER","Barang diterima dalam kondisi rusak/patah dan pecah, setelah saya coba perbaiki keruskanya sudah cukup parah tempat² kuncian bautnya sudah patah jadi gakbisa dimur lagu, Setelah coba saya akalin pke isolasi malah rangkaiaan kuninganya jg sudah goyah jadi memang sudah rusak.. Mungkin lagi apesnya saya, seller koperatif menawarkan retur tapi saya malas macking dan kirim balik barangnya.."
,"2025-05-17 19:24 | Variasi: SC-733,10 METER",Sangat2 bagus.. Dan ngga ada cacaat.. Dan pas kalo 10mtr .. Tokonya sangat amanah.. Next order lagii kakaaaa....
r*****9,"2024-07-14 12:34 | Variasi: SC-735,5 METER",
,"2025-10-24 20:41 | Variasi: SC-735,3 METER",Rekomen toko amanah datang ny cepat
,"2025-06-17 13:15 | Variasi: SC-733,3 METER",
,"2025-09-03 16:09 | Variasi: SC-732,3 METER","Suka sih, tapi sayang lubangnya enggak bisa buat nyolok, kekecilan, 10.982k klo g salah."
t*****h,"2025-11-19 15:11 | Variasi: SC-734,10 METER",Semua berfungsi dengan baik akan tetapi dari 4  lubang yang gampang untuk menyolokan hanya satu yang tiga lubang agak harus ditekan ketika menyolokan (harus ditekan). Sesuai harga
,"2023-07-30 19:59 | Variasi: SC-734,5 METER",Ok
,"2023-11-10 20:37 | Variasi: SC-733,3 METER",
,"2024-09-08 14:01 | Variasi: SC-735,5 METER",
n*****2,"2025-06-17 18:58 | Variasi: SC-734,10 METER",Berfungsi sesuai kebutuhan. Semoga awet ya... Packing aman. Pengiriman juga gercep. Terimakasih
,"2024-01-23 13:37 | Variasi: SC-734,3 METER, SC-732,1.5 METER",
a*****a,"2026-01-18 15:05 | Variasi: SC-734,1.5 METER","Produk original..
Harga terjangkau..
Lobangnya berfungsi semua tapi yg paling bawah lobangnya longgar..
Untuk panjang kabel ga diukur taoi sepertinya sesuai"
p*****n,"2025-04-09 08:33 | Variasi: SC-734,1.5 METER","Berfungsi dengan baik,mantul"
,"2026-02-27 15:57 | Variasi: SC-733,10 METER",
,"2026-02-06 17:53 | Variasi: SC-732 HITAM,3 METER","Alhamdulillah terimakasih, packing dan pengiriman ok, berfungsi, semoga awet"
,"2025-12-05 14:54 | Variasi: SC-735,5 METER",Okeee welll
,"2025-09-05 23:53 | Variasi: SC-735,10 METER",
,"2024-08-02 07:38 | Variasi: SC-735,10 METER",
d*****i,"2025-08-05 11:35 | Variasi: SC-734,5 METER, SC-735,10 METER, SC-735,5 METER",
,"2025-06-10 06:53 | Variasi: SC-732,3 METER",
,"2024-01-03 17:29 | Variasi: SC-734,1.5 METER",Bagus udh 2kali beli
,"2023-07-15 09:04 | Variasi: SC-734,3 METER",Kok gak bisa ngeklik gitu yah colokannya dg stopkontaknya
l*****a,"2025-02-27 11:45 | Variasi: SC-735,10 METER",
r*****5,"2023-10-13 05:29 | Variasi: SC-732,5 METER",
s*****2,"2025-06-08 15:34 | Variasi: SC-735,3 METER",
r*****e,"2025-05-21 10:32 | Variasi: SC-734,3 METER",
z*****0,"2023-09-02 12:38 | Variasi: SC-732,5 METER",
a*****a,"2025-09-03 00:02 | Variasi: SC-733,3 METER","Bagus sekali liat di tiktok udah ada barang baru keknya beberapa hari ini ga ada yang bisa gue makan siang, bagus wkwkwk cuma agak longgar"
,"2025-05-07 19:22 | Variasi: SC-732,5 METER",Pesan yang 5 meter tapi dikirim yang satu setengah meter 😡
,"2025-06-24 07:56 | Variasi: SC-735,10 METER",
,"2026-03-05 18:16 | Variasi: SC-735 HITAM,3 METER",Bagus deh semoga awet
,"2023-10-06 18:47 | Variasi: SC-735,5 METER",
n*****8,"2025-05-02 18:41 | Variasi: SC-733,10 METER",
f*****t,"2025-10-24 07:13 | Variasi: SC-733,5 METER","Kabel panjang 5 meter, terminal rapih, kabel tebal.. semogaa bermanfaat dan awet..."
,"2025-07-07 19:18 | Variasi: SC-733,1.5 METER",Kualitas produk kurang baik.
a*****n,"2025-07-16 17:02 | Variasi: SC-734,3 METER",
n*****p,"2025-08-22 09:03 | Variasi: SC-732,10 METER",bagus kok
e*****k,"2025-07-15 21:25 | Variasi: SC-733,5 METER",Harga murah tapi kualitas gak murahan top banget
,"2025-04-19 10:43 | Variasi: SC-734,5 METER",
i*****s,"2025-04-05 02:21 | Variasi: SC-734,3 METER","Pengiriman cepat... Produk ok, bagus... Pesanan lengkap.... Terima kasih.."
,"2025-07-18 16:18 | Variasi: SC-735,5 METER",Baru Datang pas di coba nggak nyala 😔 Kecewa Berat
t*****e,"2025-07-17 12:22 | Variasi: SC-732,3 METER, SC-733,1.5 METER",Semua colokan berfungsi dengan baik 😍
,"2025-04-28 20:07 | Variasi: SC-734,3 METER",
a*****e,"2026-02-22 20:39 | Variasi: SC-733,10 METER",
,"2025-07-21 10:39 | Variasi: SC-735,5 METER",barang sampai dengan cepat huhu terimaksih banyak seller
n*****a,"2025-09-17 18:58 | Variasi: SC-734,1.5 METER","Tidak ada pengecekan sebelum kirim, seller tidak amanah dan jujur, masih ada waktu ajukan pengembalian barang namun seller tidak bersedia"
,"2025-05-26 17:22 | Variasi: SC-734,5 METER",Mantul pengiriman sangat cepet rekomendasi blnja di toko ini. Pesen tadi mlm nyampek besoknya
f*****s,"2025-10-23 19:45 | Variasi: SC-735,10 METER",Tidak amanah.
l*****2,"2026-02-05 17:12 | Variasi: SC-734 HITAM,3 METER","pas dicoba ga bisa , empat empatnya ga mengalir listrik tp nyala indikator lampu colokannya ."
,"2025-06-18 13:26 | Variasi: SC-735,10 METER",
,"2024-03-12 16:22 | Variasi: SC-735,10 METER",Barang sesuai pengiriman cepat
,"2025-03-10 14:41 | Variasi: SC-735,10 METER",Kokoh tidak longgar semoga awet
,"2025-06-17 11:02 | Variasi: SC-735,5 METER",
n*****e,"2025-11-15 16:45 | Variasi: SC-735,10 METER","Real pict makasih seller, Semoga awet..."
e*****o,"2025-06-23 19:51 | Variasi: SC-733,5 METER","udh colokannya penyok, gabisa idup juha terminalnya, yg jujur y klo jualan bikim org kapok dan kesel aja"
,"2025-05-23 13:58 | Variasi: SC-735,3 METER",Kirain kabel nya agak panjang ternyata kurang dan akhirnya beli lagi yg ukuran 10m
b*****6,"2025-09-28 20:40 | Variasi: SC-732,5 METER","Oke sih sesuai harga, cuman aku salah ukuran jadi kepanjangan. Mudah-mudahan awet ya."
