Ulasan,Kategori
"Yeaaayyy brandday ny dateng heee hee
Cepet 👍🏻👍🏻👍🏻
Pesanan sesuai pesanan pembelian
Pengemasan bagus
Pengiriman baik
Overall ok2 smua. Makasih.",Kecantikan
"makasih sist... barang cepet bgtttt sampenya..
barang jg oke.. mudah2an diskon terus... xixixiii...",Kecantikan
"Terima kasih pesananku sudah sampai. Vepet banget pengirimannya, suka banget, nanti aku beli lagi .",Kecantikan
Alhamdulillah... paketnya sudah sy terima dalam kondisi bagus...👍terima kasih karena paket cepat sampainya,Kecantikan
Sipp 👍,Kecantikan
Alhmdulillah.... sampe jugaaaaa... cepeeet banget c pengirimannya...,Kecantikan
Sudah sampai maaf foto tidak sesuai sudah dipakai .. terima kasih,Kecantikan
Brg sudah sampai. Brg original. Lgsg cus di pake sampai lupa fotoin buat feedback. Ini sudah pesanan ke sekian kali nya. Thks reseller,Kecantikan
Barang udah diterima dengan baik dan bagus packing rapi barang ori senang dan suka mudah mudahan jadi langganan ya seller lain kali.....👍👍👍,Kecantikan
Barang sudah diterima..kondisi baik..packaging aman...semoga cocok..thanks,Kecantikan
Untuk kesekian kali nya belanja disini nggak pernah mengecewakan.   👍 exp produk masih jaga lama terus.  👌,Kecantikan
Kereennnnnn produk originall dapett harga murahh bangetttttt.. pengiriman super cepatt.. thangkyuu shopee thangkyuu seller sering2 promo yaaaa..,Kecantikan
Kereennnnnn produk originall dapett harga murahh bangetttttt.. pengiriman super cepatt.. thangkyuu shopee thangkyuu seller sering2 promo yaaaa..,Kecantikan
"Pengiriman cepat, packing jg rapih .. produk original thanks seller🤗",Kecantikan
"Pesanan saya sampainya cepat, produk sesuai pesanan, saya suka sekali, makasih seller",Kecantikan
Paket diterima dalam kondisi baik. Thank you. Sampai beli lagi setelah ini karna murah hahaha.,Kecantikan
"Pengiriman Super fast!!!!! Packing nya rapi. 
Baru pertama pake Olay total effect, mudah2an cocok ya.",Kecantikan
"Alhamdulillah,baru kasi penilaian,semoga cocok , pengemasan n pengiriman n ramahnya sih oke banget ,semoga cocok , aamiiinn",Kecantikan
"Udah 2x beli,,  makasih bayak ..........",Kecantikan
Paket datang.. Tapi gak ada bonus sepertinya.. But thanks,Kecantikan
"Beli pas 9.9 dapet harga 36.300
Trs co pas live dpt diskon 10k
Jadinya cuma bayar 26.300
Mantep",Kecantikan
"Barangnya sudah sampai, tapi pengemasannya lamaa, makasih seller dan pak kurir",Kecantikan
Terima kasih..paket nya sudah samapai pengiriman nya cepat pengemasan nya juga rapi..senang banget belanja disini..sangat memuaskan,Kecantikan
Telah beberapa kali belanja di sini & selalu puas. Semua sesuai & ori. Terima kasih,Kecantikan
"Pengiriman cepat,respon penjual cepat mantap👍",Kecantikan
Produk sudah diterima dengan kondisi baik dan sesuai dengan pesanan,Kecantikan
Products original. Packaging baik. Kecepatan pengiriman baik. Recommended.thanks,Kecantikan
Sudah sering memakai produk ini dan hasilnya memuaskan. Dapat diskon pula yg so oke banget,Kecantikan
"Terima kasih barangnya sudah sampai, sesuai pesanan, packingnya juga aman👍👍👍",Kecantikan
"Barang sudah sampai, barang sesuai pesanan cuma gak biasanya packing nya kurang rapi tapi mantaap terimakasih banyak",Kecantikan
"produk original, harga produk sangat baik, kecepatan pengiriman sangat baik, terima kasih.",Kecantikan
"kulaitas produk sangat baik&original,pengemasannya juga oke,pengirimannya sangat cepat",Kecantikan
Baguss.... Semoga pembeli puas... Makasihhh........,Kecantikan
As alwaysssssss veryyy recommended thankyuuuuuuuuuuuuuu,Kecantikan
Barang sesuai pesanan pas banget belanja dari rumah krn covid masih rame ramenya..makasi seller..makasi abang kurir,Kecantikan
"Kali ini pengemasaan laaamaaaaa buuaaaaaaaaaangeeeett...............but barang ori, selalu beli disini..",Kecantikan
"Sudah sampai dgn aman. Sudah 2x belanja disini, gak prnh kecewa. Thanks",Kecantikan
Terimakasih........... Alhamdulillah pesanan sudah datang......... Saya suka banget terimakasih..................,Kecantikan
"Lebih murah dan amannnnnnn,terimakasihhhhhhhhhhhhhhhh",Kecantikan
Pengemasan lama.klau pengiriman dari kurir sperti biasa cepat.untuk prodaknya bagus.mertuaku suka ingsyaAllah ccok pakai olay,Kecantikan
"Barang cepat datangnya, senang dapat tas cantik, sudah beli berkali kali👍👍",Kecantikan
"Terima kasih,, selalu puas belanja di toko ini.. 
Pengemasannya selalu rapi dan aman..
Terima kasih..
Abang kurirnya juga sudah langganan...🙏🙏",Kecantikan
pengemasan cepat sekali Pengiriman cepat sekali packing safety sekali,Kecantikan
"Sudah langganan dan ga keitung brp kali beli disni..
Thank you shopee, thank you seller..",Kecantikan
"Packing aman, sesuai pesanan dan dapat diskon cashback lumayan",Kecantikan
Sudah lama pakai foaming cleanser'a olay.cocok dan bagus.thank you Olay.😊,Kecantikan
Barangnya bagus dan ORI & pengirimannya juga cepat. Terimakasih,Kecantikan
"Produk okee, harga okee dan cepat sampai jg pengiriman nya... makasih ya 😊",Kecantikan
"Pesanan cepet banget, 1hari setelah dikemas. Cocok pakai olay",Kecantikan
"Setelah memakai produk.ini terasa wajah lembut, halus dan bersih",Kecantikan
"Kualitas produk sangat baik, harga produk baik, kecepatan pengiriman baik,,",Kecantikan
bagus bangeeettttt dapet hadiah lgi makasih.........   ...,Kecantikan
Alhamdulillah cepat sampai pesanan q .. semoga cocok.. terimakasih 🙏🥰,Kecantikan
Maaf ya kasih gambar yg udh d buka soalnya udh d kasih ke sodara .. bener2 puas belanja d sini soalnya diskon nya bener2 beda sama d toko lain,Kecantikan
"Kemasan rapi, datangnya pengiriman cepat.produk ori.expired masi lama.mau dicoba dulu semoga cocok.tq",Kecantikan
"Makasih ya barangnya sudah keterima, walaupun disc tapi barangnya ttp ori.",Kecantikan
"Alkhamdulillah pesanan sudah sampai.Pengemasan agak lama,pengiriman luuuamaaa tapi produk dan harga produk memuaskan,untuk hadiahnya terimakasih.",Kecantikan
"Terimakasih barang sudah di terima dengan baik
Barang asli dan baik
Pengiriman cepat sekali hari Minggu pun di antar
Mantap",Kecantikan
Produk di terima dgn baik respon penjual jg baik dan pengiriman jg cepat,Kecantikan
Kualitas produk sangat baik... Produk original... Harga produk sangat baik.... Kecepatan pengiriman sangat baik...,Kecantikan
Kemasan bangus banget... Pakai bubble... Trus di lakban lagi... Aman sampenya walaupun kardusnya udah pada penyok... Mantappp,Kecantikan
excited mau pake. baca ingredientsnya bagus. susah cari di foodhall gt suka ga ada,Kecantikan
Terima kasih barang sudah sampai. Produknya bagus cocok buat muka.,Kecantikan
"pasti original produk, ,, packing aman produk diterima utuh n lengkap,exp lama",Kecantikan
"Barang uadah mendarat dengan selamat walau agak lama,this oke.....barang ori dan packing sangat rapi....dan saya senang sukua......suka.............siiip dehhhh",Kecantikan
"Alhamdulillah paketnya sampai dengan cepat,,,,tp nyesek bgt ih pas beli harga 41rb, abis itu turun harga jd 22rb,,,,,,,dan cashbacknya 75% sampai 20rb,,,mau beli lg udah punya stok 2 yg blm di pakai,,,,",Kecantikan
Baru mau nyobain yg ini...semoga bagus ya...thanks seller,Kecantikan
Barangnya sudah sampai kakakkkk thankyouu bagus semua packing amannn,Kecantikan
Paket udah sampe cepet banget harga lagi murah banget jadi seneng barang udah pasti ori,Kecantikan
"Terimakasih barang sdh diterima, cepat, pengemasan rapi barang bagus, suka mdh2an cocok",Kecantikan
Pengrimannya cepat dan tiba dengan aman. Terimakasih seller dan Shopee,Kecantikan
Ok tapi pd penyok dus nya untung nya dalam nya gpp,Kecantikan
"Tetep puas belanja di sini. Produk sesuai pesanan, packing nya rapi dan bagus banget",Kecantikan
Suka bingitz,Kecantikan
"Alhamdulillah barang datang dengan selamat, sudah tidak diragukan lagi barang nya pasti Ori",Kecantikan
"i lov it... pengemasan cepat, barang baik, tidak kurang atau rusak.. terima kasih p&g dan abang kurir",Kecantikan
Sesuai pesanan . Packing oke . Produk nya oke . Sip . Bagus...,Kecantikan
"Paket sudah sampai kak, sesuai pesanna saya ya. Terimakasih seller terimakasih shopee.",Kecantikan
Produk cepat sampai dan respon dari CS nya sangat baik. Thanks!,Kecantikan
Alhamdulillah produk baik pengiriman cepat.. semoga produk original,Kecantikan
"Produk olay cocok untuk kulit saya yang kering, walau harga cukup mahal dibanding produk lain, tp dapat koin shopee jd harga terjangkau. Tq shopee",Kecantikan
"Pengiriman cepat, harga sale, packing aman hanya saja produk krim tidak ada plastik segel tapi mudah""an smua nya original. Thanks ya",Kecantikan
"Akhirnya nyampe juga, packing aman ga ada satu kurang apa pun",Kecantikan
"Produk ok, sesuai yang di order. Pengiriman ok. Seller juga ok",Kecantikan
"Produk ok, pengemasan ok
Pengiriman pun ok
Mantuuulllllll",Kecantikan
Produk original...packing rapih.. senengnya blnja d sini... terima kasih seller 🤗,Kecantikan
dari dulu cocok si pake olay tp sempat pindah kelain hati tapi ahirnya balik lagi smg slalu cocok dan jadi pelabuhan trahir cape gonta ganti skincare,Kecantikan
"Alhamdulillah pesanan sudah sampai dengan selamat..packing sangat rapi..tidak ada yang rusak..sudah langganan diaini dan alhamdulillah belum pernah kecewa
Recomended seller 👍",Kecantikan
"barang sudah sampai, pengiriman nya tumben agak lama nih 3 hari 

terimakasih 😊",Kecantikan
"Barang nya sampe......
Udah 3 kali order disini......
Produk nya ORI.....
Thank you ya shopee....",Kecantikan
dteng ya cpt bgt pesennya hbis duhur dtengnya hbis asar,Kecantikan
Makasih kk paket udah sampe sesuai Pesenan juga amanah karena udah langanan,Kecantikan
"Seneng bgt shopee mall kali ini cepet banget. Barang dipacking dengan aman, produk gaada yang tumpah dan sesuai pesanan. Thank you seller",Kecantikan
"Produk sudah sampai pengemasan cepat dan terpercaya, terima kasiihhhh",Kecantikan
"Brg sdh aku terima dgn aman, packing rapi dikasi bubble wrap, good seller, lumayan cpt pengrimannya",Kecantikan
"Pesanan sudah d trima
Packing rapi
Pengiriman juga cepat",Kecantikan
"Terima kasiiiiih, barokallah... masyaAllah subhanallah.. walhamdulillah... allahu akbar..........",Kecantikan
"Bagus barangnya kirman cepat ada promo jadi murah,,,, bakal belanja lagi",Kecantikan
Pembelian yg kesekian kalinya...barang oke..packing rapi dan aman...pengiriman cepat..makasih.. 👍👍,Kecantikan
Paket sudah sampai dengan selamat.kurirnya rama.produk ori.terimah kasih.,Kecantikan
"Produk ori dong
Kemasan pasti rapi shopee mall
Apalagi pengiriman superfast",Kecantikan
"kemarin ada harga 25k, tapi gak kebeli.
gara gara pas mau checkout kaget ongkirnya 60k an. gak jadi dong. aku chat adminnya, kenapa begitu. katanya ada perubahan aturan berat, apa gimana,  aku lupa.
terus ya udah aku checkout lagi, eh ongkirnya udah normal.
au ah..salah input berat apa gimana sih",Kecantikan
Barang sampe dengan kondisi baik dan pengiriman jg cepat,Kecantikan
Terima kasih seller,Kecantikan
"Semua ok
Barang diterima dgn kondisi baik n lengkap
Pengiriman n pengemasan cepat
Slalu langganan",Kecantikan
"Terima kasiiiiiiiiiiiiihhhh...
Sudah dua kali belanja disini",Kecantikan
"Buat ibuuuuku sih ini semogaaa dia cocok, pengirimnnya sih cepet cuma sehari ajaaaa. Cumaaaa gadikasi bubble warp huhuhuhu semoga packingnya di tingkatkan lagiii.",Kecantikan
"Barang sampai cepatt, kemasan rapiiii, sesuai pesanan , cintahhhhh dehhhh 👍👍👍👍👍👍👍",Kecantikan
Pengiriman cepat. Produk original. Seller sangat ramah. Tq,Kecantikan
"Produk original, sesuai pesanan. Pengiriman cepat. Packing rapih . Top",Kecantikan
Produk sdh di terima.. dan saya langganan di sini.. krn produk yg di berikan tdk prnah mengecewakan.. mksh 🙏👍,Kecantikan
"Selalu puas belanja di sini, produk original, harga murah, kecepatan pengiriman oke banget",Kecantikan
Kualitas produk Sangat baik kecepatan pengiriman juga baik makasih,Kecantikan
Alhamdulillah saya sudah terima barang. Packing Alhamdulillah bagus. Terima kasih,Kecantikan
Suka banget dan cocok pakai ini,Kecantikan
"Packing baik, produk baik, Trimakasih sdh dikirim sesuai pesanan",Kecantikan
Kualitas produk sangat baik. Produk original. Kecepatan pengiriman sangat baik,Kecantikan
Barang sudah sampai diterima dengan baik sesuai pesanan pengiriman cepat paking rapi makasih banyak,Kecantikan
Alhamdulillah sudah terdaftar di pom itu berarti produk ORI.pengiriman cepat dan yang pasti harga terjangkau berkat shopee promo 11-11....ini pembelian kedua kalinya...,Kecantikan
"Terima kasih banyak ya, paketnya sudah sampai,,, seusia dengan pesanan,, the best lagi pokoknya",Kecantikan
"Pengiriman cepet banget ..
Insya allah klo cocok mau order lagi 😊",Kecantikan
"Bagussss pengirimannya cepat, packagingnya aman rapih..",Kecantikan
Paket udah sampai mau di cobak dulu smoga cocok sama produknya👍👍,Kecantikan
Pengemasan rapih banget pngrmn jg cpt.. barang ORI.. mksh ya KK seller shopee dan abg kurir nya 😊😊,Kecantikan
Barangnya sudah sampai. Terima kasih seller. Pengiriman luar biasa cepat. Cuma 2 hari.,Kecantikan
"Bintang 4 dulu ya
Sebenarnya kondisi mukaku ini sensitif cenderung berminyak & busui, aku gtw krim ini bener2 aman/tdk, tp kata admin dah bpom pasti aman, pertama kali pake ini di muka dikit bgt krn masih khawatir,after tastenya keset tp gak bikin keset bgt, & agak cekit2 di titik2 tertentu sih",Kecantikan
Pengemasan dan pengiriman cepat ...semua lengkap dan smg cocok .....😁cuma lama di ekspedisi nya🙈,Kecantikan
"Kondisi bener2 msh baru, msh ada segel-nya (foto no. 3)",Kecantikan
ter-Mantaff lah....padahal cuma beli 1 tapi layanan dan packing oke banget..sudah pasti original harga cucok,Kecantikan
Exp nya masih lama dan kemasannya rapih....makasih udh dapat harga promo,Kecantikan
Alhamdulillah barangnya sudah nyampe tapi nyasar diterima sama tetangga..,Kecantikan
"Order kedua kalinya disini alhamdulullah rapih pisan, sampe dengan selamt, cepet gak dilama lamain chekout langsung dikemas langsung dikirim hari itu",Kecantikan
barang datang bagus sesuai pesanan dan dikemas baik nuhunnnnn,Kecantikan
Cocok wes cocok aku pake ini 😅,Kecantikan
Bru mau nuoba,Kecantikan
Barang super cepat dikiirim…. Puasss… sukaaaa… thank you,Kecantikan
Sudah Ampe.... Makasih... Makasiiiiiiiiiiiiiiiih.....,Kecantikan
Produk dari Olaynya sangat bagus Dan dijamin keasliannya...tq Olay Dan Shopee,Kecantikan
"Cocok pake Olay Alhamdulillah seneng
Abis lahirn muka seger lagi
Perawatan lagi, ini produk recommended bgt
Daripada pake krim dokter
Mending pake ini",Kecantikan
Pengiriman cepat dan barang diterima dalam keadaan baik,Kecantikan
Paket udh dtng dgn selamat..sesuai pesanan..suka belanja dsni..pengemasan rapi n aman..siiippp..thanks..,Kecantikan
Harga produk sangat terjangaku pengiriman sangat cepat juga baru beli kemarin sekarang udah sampe sukaaaaaa bangetttttttt,Kecantikan
Terima kassiiiih amaaaaan sekali pengemasaaann thank youuuu,Kecantikan
Udah gx perlu lagi dech brlanja di sini pokokmya toooooooppp banget dri mulai kwalitas barang respon sama pengiriman udah paling ter 💓💓,Kecantikan
pokoknya puasssss pengemasannya rapi pengiriman cepat aku suka pokoknya,Kecantikan
Alhamdulillah sampe... Sesuai pesanan. Smw ok. Ed masih lama. Untuk pengiriman aja yg lama. Andai bisa J&T pasti milih J&T deh. Makasih kak. Next order lagi...,Kecantikan
"Kualitas produk sangat baik, kecepatan pengiriman juga sangat cepat, dan ini pertama kali nyoba semoga cocok.",Kecantikan
"bagus cepat rapih pengirimannya, terima kasih..........",Kecantikan
"Meskipun cuma beli 1 pas ada promo, PnG selalu jaga kepuasan konsumen, terimakasih PnG ☺",Kecantikan
Pesanannya sudah sampai. Terima kasih banyak ya seller...,Kecantikan
"Mungkin karna belinya pas lg 4/4 yach, jd pengemasannya lamaaa banget!!!
Tumben ga pakai dus tp paket Alhamdulillah aman.",Kecantikan
"Barangnya sudah diterima dengan baik & aman. 
Thanks seller🙏",Kecantikan
Alhamdulillah barang sampe.... Selalu langganan disini,Kecantikan
Barang nya bagus dan sesuai dengan yang di pesann.terima kasih☺️,Kecantikan
"Beli facial foam tapi yg datang justru cream olay total effect. MasyaaAllah rezeki banget. Terima kasih banyak ya seller.
Ini kedua kalinya aku order langganan disini  tapi baru kali ini seller salah kirim produk. 😇",Kecantikan
"Barangnya asli, selalu cocok pake olay.  Packingnya agak lama, tapi gpp..",Kecantikan
Barang original. Pengiriman cepat. Satu hari sudah samapai......terimamasih olaaayyyyyyyyyyyyyyy,Kecantikan
"Produk original,harga promo murah bgt,kecepatan pengiriman baik,kurir ramah thx shopee",Kecantikan
"Produk: original
Kecepatan pengiriman :baik
Harga: standar
Terimakasih seller 👍",Kecantikan
"Kemasaan rapih,  bubble wrapping anti pecah,  produk asli,  kondisi Saya terima semua baik,  Cuma lama di pengiriman,  all is good",Kecantikan
"Alhmdulillah....baru aja sampai brangnya...
Terima kasih...👍👍👍👌",Kecantikan
Kualitas produk baik produk priginal pengiriman cepat respon oenjual cepat dan baik harga produk baik jecepatan pengiriman mantap pkony,Kecantikan
"Pengirimannya di gabung dengan toko yang lain, biasanya dipakein bubble wrap tapi ini di bungkus cuma pake plastik foto kopi. Tolong di perhatikan lagi pengemasan nya, saran jangan mau di gabung dengan toko lain saat pengiriman. Karena salah satu barang yang ada dalam kotak bocor, makasih",Kecantikan
akhirnyaaaa stelah 4hariii menunggu dateng juga ini paket... biasanya shopee gak pake lama klo kirim paket ini gegara promo gile gile jdina terhambat... resiko belanja online plus minus... ttep gw kasih bintang 5 karena gw masih setia dengan shopee.,Kecantikan
yey dpt harga pas promo..pengirimannya juga cepet😁👍🏻,Kecantikan
Oke banget pengiriman cepet banget.udah langanan tidak diragukan lagi kuwalitas yah makasih kk,Kecantikan
"Produknya OK banget.... 
Lembut di kulit.... 
Sukses selalu....",Kecantikan
Pesanannya sudah sampai tujuan. Variasi/barangnya sesuai dengan yang dipesan.,Kecantikan
Trimakasih barang sudah sampai di tangan. Pengiriman cepat dan harga standart. Produk juga original. Sering2 diskon ya olay.,Kecantikan
Udah kesekian kali beli di sini.. sayang gak dpt flash sale.. barang ori..,Kecantikan
"Sudah 2 kali beli disini hasilnya memuaskan, produk ori,bisa TDK terlalu banyak dan TDK perih dimata, setelah cuci muka wajah terasa kenyal halus dan lembut",Kecantikan
Selain teksturmya lembut...nyaman klw sdh muka d bilas pke sabun cuci muka ini..pokoknya recomendedlah..,Kecantikan
"Pengiriman cepat, barang sesuai pesanan..
Makasih seler n kurirnya",Kecantikan
Pengiriman cepat,Kecantikan
"Wahhh suka banget sama produk ini , cocok banget buat kulit saya yg oily ,recomended buat temen2 yg punya jenis kulit seperti saya ,,, maaf ya foto nya nggk sesuai sama produk coz lg dirumahnya mmh",Kecantikan
Barang sudah di kirim dan diterima dengan exp cukup lama .. terima kasih.... puas belanja ...... tq,Kecantikan
Pengiriman cepat sdh order ke 3x,Kecantikan
Terima kasih paket dateng nya cepet dan barang sampai dengan kondisi yang baik.. selalu langganan beli disini 😍😍😍😍😍😍......,Kecantikan
Sabun wajahnya sudah dteng pengirimannya cepat terimaksih ya,Kecantikan
"Pengiriman agak lama karena banjir, Alhamdulillah brg selamat,utuh tdk cacat terimakasih",Kecantikan
"Pengiriman sangat cepat, sesuai pesanan dan aman sampaii tujuan.",Kecantikan
"Yuhuuuu dapet promo 7.7
Jadi 37.300
Dari harga normal 49.xxx",Kecantikan
"Maaf bru ksh review
Paket ud nyampe bbrpa hri yg lalu
Rapi dan cepat.
Thanks",Kecantikan
Yang aku tunggu tunggu akhirnya datang juga. Order limamei datang delapan mei duaribuduapuluh. Thx,Kecantikan
Kali ini pengirimannya agak lama. Tapi produknya sesuai. Pengemasannya juga baik. Terima kasih,Kecantikan
Beli dari official kudu wajib alapagi yg bberhubungan ke kulit. Sprti biasa beli nya aman cuma expedisi aja buat males. Lamaaa bnget,Kecantikan
Sesuai gambar . Sesuai pesanan . Cepat datang . Oke semua . 👍🏻👍🏻👍🏻,Kecantikan
Poknya puas bisa beli dengan hrga murah. Sangat trjangkau🥰,Kecantikan
"Lembut di kulit , wanginya enak seger. Aku bakalan suka deh.",Kecantikan
"Kualitas produk sangat baik, produk original, kecepatan pengiriman sangat baik.",Kecantikan
Ngak diragukan LG pasti ORI karna udah Langanan makasih pokok yh mantap.,Kecantikan
alhmdlh.. brg Ori😍 order jumat siang minggu pagi udh mendarat syantik😍,Kecantikan
Produk original...packingan rapih...harga dapet flash sale ..kecepatan pengiriman lumayan ....biasa pake jnt lebih cepat...next pasti order lagi...makasiiih yaa,Kecantikan
Produk original terjamin kualitasnya mantap jiwa pengiriman tepat waktunya packing rapih sip pokoknya terimakasih,Kecantikan
Terimakasih barang sampai dengan kondisi baik. Sudah kesekian kali beli di sini & tidak mengecewakan.,Kecantikan
Produk original harga bersahabat udh sering order juga pokonya okedeh,Kecantikan
"Pengirimanya cepat dan rapi.
Terima kasih shopee dan seller.",Kecantikan
"Tumben kali ini pengirimannya jelek banget. Beli 2 product ini di payment yg berbeda, tapi dimasukin ke dlm kerdus yg sama. Kerdusnya kaya udh dibuka gitu sama kurir, mungkin mksudnya biar skalian atau gmn, tp kan harusnya ga bgtu. Kerdusnya kebuka & bercecer di dpn pintu rumah. So sad :(",Kecantikan
Produk sudah diterima. Pengemasan sangat baik. Sangat recomended. Terimakasih,Kecantikan
"Bagus banget, wajah kinclong tiap abis cuci muka.. 🙈",Kecantikan
"Udah nyampe. Packingnya mayan, dibuble wrap, ga bocor . Udh sering pake ini. Smoga sama kwalitasnya. Thx seller",Kecantikan
"Kecepatan pengiriman sangat baik. Kadaluarsa masih lama, 2023.",Kecantikan
"Terimakasih barang telah diterima, walau kardusnya lumayan rusak.",Kecantikan
"Paket diterima dengan baik, Yang pasti original",Kecantikan
"Barang ORI, rekomend banget belanjan disini, pengiriman juga cepat 👍🏻👍🏻👍🏻",Kecantikan
"Baru pertama x cba olay semoga ccok ya..
Tekstur ny lembut n halus.. wangi nya enk..
Packing rapi..pngiriman lumayan lgi brandpromo hrga 340k dpt produk sebyk gtu ad cash back pula 👍🏻👍🏻😊😊",Kecantikan
"Kcepatan pengiriman standar
aru mau coba pakai olay.....
Semoga cocok☺",Kecantikan
"Alhamdulillah produk sudah sampai tepat wkt,, packing Oke bgt... Terima kasih Olay Indonesia & shopee... 🙏👍",Kecantikan
"Dapat diskon gede waktu P&G brand sale. Pengiriman lebih lama dr biasa, gapapa..",Kecantikan
"Facial foamnya sudah sampai. Beli pas live, dapat voucher diskon, harga jadi lebih murah.",Kecantikan
"packingg amaannn, lumayan cepatt pengirimannnya, bkal repeat orderrr",Kecantikan
"Produk datang sesuai pesanan. Walau pengirimannya lama sekali karena dari awal pilihan ekspediai estimasi yang diinfokan beda jauh sekali setelah pemesanan. Toko tidak menguasai info pengiriman ke Papua. Tapi, it's ok Karena pesanan tetap tiba sesuai pesanan .",Kecantikan
Baru pertama nyoba..semoga cocok d kulitku,Kecantikan
Serapih ini packingnyaaa. Luarbiasa shopee dan Olay .mantappp,Kecantikan
Belinya pas promo. Lumayan murah walaupun tetap bayar ongkir. Tetap aja untung,Kecantikan
"Udah cocok sama facewash ini... Pokok nya bgus...
Pngiriman n packingan juga aman
Seller nya ramah
Mksh seller 🙏",Kecantikan
"Barang oke banget dan puas trima kasih banget PG sudah membantu  untuk mengirimkan dan barang d terima tepat waktu,trima kasih..",Kecantikan
Suka banget sama produk ini. Cocok untuk muka akuh. Terus pertahankan kualitas yaa.,Kecantikan
Kualitas produuukkk sangattt baikkk. Hargaaa produkkk sangatt baikkk. Responn penjuall  sangattt baikkk. Kecepatannn pengiriman sangattt baikkk.,Kecantikan
"Packingan baik n rapi. ,...............................",Kecantikan
Makasih barang udah sampai..cepet banget barang nya bagusss recomended banget........................,Kecantikan
"padahal tadi malam sampe
eh sore tadi jam 18 wib sampe
pokonya p&g expres banget
barang juga sesuai apk
pokonya ga nyesel deh belanja di p&g",Kecantikan
Alhamdulillah paketnya sudah sampai dengan aman..terima kasih...,Kecantikan
"Barang di packing dengan baik... Barang so pasti original dan dikemasnya cept banget aku kaget tiba"" dah nyampek rumah aja... Aku sukak",Kecantikan
"ORI......thx dpt hrga diskon ..........
........sesuai pesanan cpt sampe fast respon mantul tul.........................................................................................................................        .........",Kecantikan
Terimakasih sudah sampi orderan aku...seneng banget...cepet lagi pengiriman barang nya...next aku order lagi y...sukses terus...👍👍👍👍👍,Kecantikan
"Paket sdh smpai.
Dbngkus rapih bgt, senang belanja dsini sllu puas dehhh.
Mksih P&G sering2 diskon ya.
Sllu puas...
🙏🙏🙏🙏😘😘😘",Kecantikan
Baru coba semoga cocok,Kecantikan
"Kualitas barang sangat bermutu, produk original, harga produk sangat baik, kecepatan pengiriman barang sangat baik,respon penjual baik",Kecantikan
"bagusss, pengiriman cepat,kemasan baik,udah langganan banget ini mah🥰",Kecantikan
"Pengiriman cepat, kualitas produk baik, recommended banget sih. Thanks ya",Kecantikan
Proses pengemasannnya cepat. Barangnya aman pake bubble wrap+kardus. Padahal cuma beli 1. Thank you seller bagus bagus bagussss,Kecantikan
Barang udah diterima dengan baik dan bagus packing rapi barang ori senang dan suka mudah mudahan jadi langganan ya.,Kecantikan
Pengirimanya cepat,Kecantikan
Kualitas produk sangat baik.. produk original.. seneng dapat harga promo,Kecantikan
"Prodaknya dah diterima...  Tapi pengiriman lama bangetttt...  Biasa nya 2hari dah nyampe,  tapi sekarng sampe satu minggu... Makasihhhh",Kecantikan
"baru pesen semalam,besok sore langsung sampe,sudah biasa pakai olay,cocok",Kecantikan
Udh cocok pakai produk olay...mau yg white radiance nya ga ketemu...,Kecantikan
"Mantaap barang ori, udh kesekian kalinya ga pernah kecewa 😍",Kecantikan
"Udh beli k2 kalinya,,  alhmdlillah cocok aja,,  pngemasan rapi,,  brangnya cpat smpe jga,,  terima kasih",Kecantikan
Semoga cocok utk pemakaiannya,Kecantikan
Packing aman dengan bubble wrap tebal. Pengiriman super cepat 1 hari nyampek.,Kecantikan
"Pesanan sampai tepat waktu n sesuai pesanan,tq 🤗🙏🏻",Kecantikan
Kualitas produk sangat baik. Produk original. Harga produk sangat baik,Kecantikan
"Barang sampai dgn selamat, packing aman terjaga dan mulus. Sebenernya adminnya responnya cepet tapi pengemasan ada misscom kayaknya jd musti diconfirmasi lg gitu, bagusnya adalah adminnya beri tau kalo misal akan ada keterlambatan pengantaran karena banjir. So proud and thank you",Kecantikan
"Padahal sudah di preegale,tapi tetep saja penyok²..untung saja dalamnya aman & dapat disc 60% 😍😘
Kualitas pengiriman juga standar,produk ori dan eks masih lama..thanks shopee & PnG",Kecantikan
Kualitas produk Olay sangat baiik..suka selalu sm Olay.thank you,Kecantikan
"Respon penjual baik, barang cpt sampai, thanks",Kecantikan
Mantaaaaaaaaaaapppp... original...seller ramah..mks gan,Kecantikan
barang nya sudah datang produk nya original alhamdulillah seler amanah makasih seler,Kecantikan
"Barang mendarat dengan selamat,, meskipun box nya penyok dan terbuka... Untung pakai buble warp jd produk tetap aman meski penyok juga buat foaming cleanser nya...terimakasih p&g official",Kecantikan
"kualitas produk sangat baik, dilapisi bubble wrap thankyou ka",Kecantikan
"Produk oke....produk original. Harga terjangkau pengiriman cepat, semoga cocok .terimakasih...pertahankan layanan..",Kecantikan
"Packing Dan pengiriman cepat, produk original, terima kasih",Kecantikan
"Prodak ini sangatttt cocok tuk kulit jenis ap"".. smpt sy beralih produk ternyata sangat bikin wajah kusam dan berjerawat.. dn setelah kembali wajah ku cantik lg dch😄",Kecantikan
"Kualitas produk baik
Produk original
Langganan bgt di toko ini
Karna sering beli disini",Kecantikan
Sesuai semuanyaaaaa tetapi pengiriman sedikit lambat dari sellernya. Infonya lagi banyak pesanan. Gpp yg penting barang datang sesuai dan kondisi aman,Kecantikan
